ID,SQ2,SQ3,Q1_3,Q1_4,Q1_5,Q2,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q4_1,Q4_2,Q4_3,Q4_4,Q5,Q6,Q6_1,Q6_2,Q7_1,Q7_1_1,Q7_1_2,Q7_2,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10,Q10_1,Q11,Q12_1,Q12_2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_19,Q13_20,Q14,Q14_1,Q14_2_1,Q14_2_2,Q14_2_3,Q15_1_1,Q15_1_2,Q15_1_3,Q15_1_4,Q15_1_5,Q15_1_6,Q15_1_7,Q15_2_1,Q15_2_2,Q15_2_3,Q15_2_4,Q15_2_5,Q15_2_6,Q15_2_7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q16_16,Q16_17,Q16_18,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2_1,Q18_2_2,Q18_3_1,Q18_3_2,Q18_3_3,Q18_3_4,Q19_1,Q19_2,Q19_2_1,Q19_3,Q20_1,Q20_2,Q20_2_1,Q20_3,Q21_1,Q21_2,Q22,Q23_1,Q23_2,Q24_1,Q24_2,Q25,Q25_1,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26T,Q26_1_1,Q26_1_2,Q26_1_3,Q26_1_4,Q26_1_5,Q26_1_6,Q26_1_7,Q26_1_8,Q27_1_1,Q27_1_2,Q27_1_3,Q27_2_1,Q27_2_2,Q27_2_3,Q27_3_1,Q27_3_2,Q27_3_3,Q27_4_1,Q27_4_2,Q27_4_3,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q30_1,Q31,Q31_1,Q32,Q32_1,Q33,Q33_1,Q34,code2,WT2
397,3,1,4,3,2,3,3,,,,,,,,,,,,,,15,2,0,0,2,2,,,1,1,1,,1,0,999,0,2,9,,999,2,2,2,2,2,2,3,3,1,1,1,2,3,2,1,1,1,2,1,3,2,2,2,,1,1,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,1,100,0,0,0,0,100,2,,,,2,,,,2,,1,4,4,,,9999998,99,4000,2500,300,300,0,0,0,0,7100,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,1,2,,,,,,,,,1,3,1,3,2,,3,3,3,41,0.654072814
398,4,1,5,1,1,7,,,,,,,,,1,,,,,,2,0,0,0,2,1,999,2,,,,,2,2,999,999,2,2,1,999,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,5,,,,2,2,2,2,2,3,2,4,3,4,5,4,4,4,5,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,1,100,0,100,0,0,0,2,,,,3,,,,3,,1,4,4,,,240000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,349250,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,2,6,11,,,,,,,,1,5,1,5,4,4,4,4,3,41,0.571942888
399,2,9,4,3,4,12,,,,,,,,,,,,,,,200,130,2,3,2,1,999,2,,,,,2,2,999,999,1,1,2,2,2,2,3,1,2,2,4,3,1,3,3,3,3,3,1,1,2,3,1,1,3,3,3,,2,1,1,5,2,3,3,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,4,3,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,5,5,,,84900,,25483,29731,12741,4247,5945,6795,0,0,84942,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,5,4,6,1,,,,,,,,,,2,,1,5,3,3,4,2,2,41,0.654072814
400,2,9,2,3,3,3,3,,,,,,,,,,,,,,50,40,5,0,1,1,1,2,,,,,1,1,1,0,2,3,,1,2,2,4,4,4,2,4,3,1,4,3,3,4,3,1,1,1,1,1,4,3,3,2,,3,1,5,1,3,3,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,2,,,,3,,,,3,,1,5,5,,,18000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,16350,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,6,8,3,1,2,4,,,,,,,,1,4,1,4,3,3,3,3,1,41,0.880355226
401,2,9,2,3,2,3,3,,,,,,,,,,,,,,20,10,5,0,2,2,,,1,2,2,,1,1,1,1,1,3,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,3,1,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,50,50,0,2,,,,4,,,,3,,1,5,5,,,19578,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,19578,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,10,,,,,,,,,,1,1,1,2,3,2,4,1,1,41,0.880355226
402,4,1,5,2,4,1,3,4,5,,,,,,,,,,,,450,320,300,20,2,1,4,2,,,,,3,1,3,1,1,2,1,35,2,2,3,3,3,4,4,3,3,2,2,4,5,4,4,4,4,3,3,4,4,5,3,,1,1,5,1,3,3,3,2,2,1,3,3,3,3,3,4,5,5,5,5,4,5,4,4,4,4,4,5,5,5,3,2,4,5,3,3,2,3,3,1,90,10,10,70,20,0,2,,,,1,2,,,1,3,1,4,4,,,336080,,43816,91106,8693,1358,2015,3105,0,6449,9999999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,3,2,0,0,0,0,4,8,9,7,8,,,,,,,,,1,5,1,5,4,3,4,2,1,41,0.571942888
403,2,1,2,3,6,3,4,,,,,,,,,,,,,,35,15,10,0,2,1,2,1,,,,,1,0,1,0,2,2,1,12,2,2,1,1,2,2,2,1,1,2,2,2,3,3,1,2,2,2,1,2,3,3,3,,1,1,5,2,3,4,3,1,1,1,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,4,4,5,1,95,5,10,50,40,0,1,1,5,3,1,1,5,3,1,3,1,5,5,,,22251,,9000,6700,850,600,66,100,0,0,17316,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,1,7,,,,,,,,,1,4,1,4,4,3,4,1,4,41,0.880355226
404,2,9,4,3,3,5,3,5,,,,,,,,,,,,,37,25,10,1,2,1,2,2,,,,,1,0,1,0,2,1,1,10,2,2,2,2,1,2,2,2,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,,1,1,5,2,2,1,1,2,2,2,4,4,5,5,4,4,4,5,5,4,5,4,4,5,5,5,4,4,4,5,5,5,4,4,5,4,4,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,4,1,5,5,,,110000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,35,45,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,1,,,,,,,,,,1,4,1,4,3,3,3,3,3,41,0.654072814
405,2,9,2,3,3,3,3,4,5,,,,,,,,,,,,50,35,10,0,2,2,,,1,1,2,,1,0,1,0,2,1,1,2,2,2,3,2,2,3,3,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,,1,1,5,2,2,1,1,2,2,2,4,4,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,5,5,1,100,0,0,100,0,0,1,2,,,3,,,,1,4,1,5,5,,,16177,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,15860,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,1,3,6,1,,,,,,,,,,2,,2,,3,3,3,3,2,41,0.880355226
406,1,9,1,3,4,3,3,5,,,,,,,,,,,,,15,10,0,2,2,1,1,1,,,,,1,0,1,0,2,1,1,2,2,2,3,2,2,3,3,2,2,3,3,2,2,2,2,2,3,2,2,1,2,2,2,,1,1,5,2,2,1,1,2,2,2,5,4,4,5,4,4,4,5,5,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,3,,,,,12000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,30,40,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,1,,,,,,,,,,2,,1,4,3,4,4,3,2,41,1.274212377
407,3,9,5,3,3,1,3,,,,,,,,,,,,,,200,80,100,15,1,1,2,3,,,,,1,1,1,1,1,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,,1,1,4,2,1,2,1,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,4,3,,,,,188518,,13231,19959,4822,1272,355,156,0,0,39795,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,2,,,,,,,,,,2,,2,,3,3,4,3,1,41,0.571942888
408,4,9,5,3,3,1,3,4,5,,,,,,,,,,,,280,100,130,10,1,1,4,2,,,,,3,1,3,1,2,1,1,11,2,2,3,1,1,1,2,2,1,2,2,1,3,3,1,3,3,3,3,3,3,3,3,,1,1,5,2,2,2,1,2,2,2,4,4,3,4,4,4,4,5,5,4,5,5,4,4,5,5,4,4,5,5,5,4,4,5,5,4,4,5,4,1,100,0,0,100,0,0,1,2,,,1,1,2,4,1,4,1,5,5,,,230000,,30000,51000,7300,970,344,561,0,0,90175,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,1,,,,,,,,,,2,,1,4,3,3,4,3,2,41,0.571942888
409,3,9,4,3,4,1,2,3,4,5,8,,,,,,,,,,220,110,50,25,2,1,3,2,,,,,2,1,2,1,1,2,1,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,,3,1,5,1,2,2,2,1,1,1,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,5,4,4,4,5,5,5,4,4,5,4,4,5,4,1,100,0,10,90,0,0,1,2,,,1,2,,,1,4,1,5,5,,,140000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,30,5,5,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5,8,10,,,,,,,,,,2,,1,5,4,3,4,3,2,41,0.654072814
410,4,1,5,3,1,3,1,,,,,,,,,,,,,,147,46,1,8,2,1,999,2,,,,,41,1,41,1,2,2,1,21,1,1,3,1,3,1,3,2,1,2,2,2,3,2,1,1,3,2,1,2,1,3,3,,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,94,6,4,95,1,0,2,,,,1,1,35,4,1,4,1,5,5,,,4035206,,180915,14166,8824,930,1753,2845,0,0,209433,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,7,,,,,,,,,,2,,1,5,4,4,4,3,1,41,0.571942888
411,2,1,2,3,2,3,1,3,5,,,,,,,,,,,,35,26,12,1,2,1,2,2,,,,,1,0,2,0,2,4,,11,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,90,10,0,90,0,10,1,1,1,4,1,1,12,3,1,3,1,5,5,,,39439,,4811,2673,2731,0,501,495,108,0,11319,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,1,,,,,,,,,,1,5,1,5,4,4,4,4,3,41,0.880355226
412,1,1,1,4,1,3,1,,,,,,,,,,,,,,4,2,0,0,2,1,1,2,,,,,1,0,1,0,2,1,1,999,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,,,,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,5,5,4,4,5,5,5,5,5,5,1,100,0,100,0,0,0,1,2,,,1,2,,,2,,1,5,5,,,13515,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,13512,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,3,,,,,,,,,,2,,2,,4,4,4,4,1,41,1.274212377
413,3,9,5,3,2,5,3,,,,,,,,,,,,,,100,0,40,0,1,1,3,2,,,,,2,1,2,1,1,1,1,15,2,1,2,3,1,1,4,3,1,4,2,4,3,4,5,3,4,4,3,3,4,4,3,,2,1,4,2,3,4,2,1,1,1,3,3,4,3,3,3,3,4,5,5,5,5,5,5,5,5,4,5,4,4,3,4,4,5,2,5,5,5,5,1,90,10,0,100,0,0,2,,,,1,2,,,1,3,1,4,5,,,9999998,99,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40,20,10,5,5,10,10,0,0,0,0,0,0,0,,,,,,,5,3,6,1,2,3,6,8,,,,,,1,4,1,4,3,3,3,3,2,41,0.571942888
414,2,9,3,5,1,5,1,2,,,,,,,,,,,,,20,0,4,1,2,1,2,2,,,,,1,0,1,0,1,2,1,7,2,1,2,1,1,1,2,3,1,1,1,1,1,2,1,1,3,2,1,2,2,2,3,,1,1,5,2,3,3,2,1,1,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,90,10,25,50,20,5,1,2,,,3,,,,1,4,1,5,5,,,59700,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,20,7,22,19,0,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,7,,,,,,,,,,2,,2,,4,4,4,4,1,41,0.687529472
415,2,9,3,1,4,10,,,,,,,,,1,,,,,,70,50,33,2,2,1,2,2,,,,,2,0,2,0,2,2,1,7,1,1,3,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,3,3,3,3,3,,1,1,5,3,3,3,2,2,2,1,4,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,1,100,0,50,50,0,0,1,1,20,4,1,1,20,4,1,4,1,5,5,,,93355,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,10,20,30,10,20,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,8,7,8,,,,,,,,,1,5,1,5,4,3,4,2,2,41,0.687529472
416,4,4,5,3,3,1,2,3,4,,,,,,,,,,,,400,100,120,20,1,1,999,2,,,,,6,1,999,999,1,1,1,22,2,2,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,,1,1,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,90,10,0,100,0,0,1,1,400,4,1,1,200,4,1,4,1,5,5,,,560000,,67992,146521,21315,6195,3805,16187,0,0,262015,999,999,999,999,999,999,999,999,6,0,0,0,0,0,2,0,0,0,0,0,6,8,5,1,2,7,,,,,,,,1,5,1,5,4,4,4,4,2,41,0.571942888
417,4,4,5,3,4,1,3,4,,,,,,,,,,,,,650,400,320,150,1,1,7,2,,,,,5,2,5,2,2,1,1,40,1,1,3,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,3,,3,1,5,1,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,1,480,4,1,1,480,4,1,4,1,5,5,,,9999998,9,7322,17000,6026,8825,8973,2225,0,0,50371,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,0,0,0,5,6,8,1,2,8,,,,,,,,1,5,1,5,4,4,4,4,2,41,0.571942888
418,2,4,2,2,1,8,,,,,,,,,1,,,,,,13,3,0,0,2,1,1,2,,,,,1,0,1,0,2,1,1,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,,1,1,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,1,100,0,0,100,0,0,1,1,13,4,3,,,,1,4,1,5,5,,,18000,,4341,710,441,500,474,566,0,0,7032,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,6,8,5,1,2,3,,,,,,,,2,,1,5,4,4,4,4,2,41,0.880355226
419,1,1,1,3,2,3,3,,,,,,,,,,,,,,30,20,22,0,2,1,1,2,,,,,1,0,1,0,2,2,1,2,2,2,1,1,2,2,3,1,1,3,3,3,2,3,1,1,1,1,1,2,3,2,2,,1,1,5,1,1,1,2,2,3,1,3,3,4,3,4,4,3,5,5,5,3,3,4,3,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,2,,,,,,,2,,,,2,,,,2,,1,4,5,,,3781,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3210,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,2,7,,,,,,,,,1,3,1,3,3,3,3,2,1,41,1.274212377
420,2,1,2,3,2,3,2,3,,,,,,,,,,,,,85,28,37,0,2,1,1,3,,,,,1,0,1,0,2,1,1,9,1,1,3,4,3,1,1,1,1,3,3,4,4,4,1,1,4,4,3,2,3,4,3,,1,1,5,3,3,3,2,1,1,1,3,3,3,3,1,1,1,5,5,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,1,100,0,20,70,10,0,2,,,,1,2,,,1,3,1,4,4,,,22000,,4279,2040,1244,755,303,307,0,0,8928,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,10,,,,,,,,,,1,3,1,3,3,3,3,2,1,41,0.880355226
421,1,9,1,3,3,2,3,,,,,,,,,,,,,,7,6,0,0,2,1,2,2,,,,,1,0,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,1,7,4,3,,,,1,4,1,5,5,,,4000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5,45,10,5,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,2,8,,,,,,,,,2,,1,5,4,4,4,4,2,41,1.274212377
422,2,9,4,3,1,5,1,,,,,,,,,,,,,,70,2,0,0,2,1,1,2,,,,,1,0,1,0,2,1,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,,1,1,5,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,1,100,0,0,100,0,0,1,1,19,4,1,1,19,4,1,4,1,4,4,,,9999998,7,868,130,240,300,104,14,0,0,1656,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,1,2,9,,,,,,,,2,,1,4,4,4,4,4,2,41,0.654072814
423,2,9,2,3,5,1,3,4,5,,,,,,,,,,,,90,54,30,1,2,2,,,1,1,2,,1,0,2,0,1,2,1,1,2,2,3,2,2,1,2,3,3,2,2,3,4,4,3,2,3,3,3,3,3,3,2,,1,1,5,2,2,1,2,2,1,2,5,4,4,4,5,4,4,5,4,5,4,4,4,4,5,5,5,4,4,5,5,5,4,4,5,4,4,5,5,1,100,0,0,100,0,0,1,2,,,1,1,1,4,1,4,1,5,5,,,6000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,55,25,7,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,,,,,,,,,,2,,1,4,3,4,4,3,2,41,0.880355226
424,2,9,2,3,2,3,3,,,,,,,,,,,,,,30,8,3,0,1,1,1,2,,,,,1,0,1,0,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,,3,1,4,2,2,1,1,2,2,2,4,4,5,5,5,4,4,5,5,4,5,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,4,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,3,,1,5,5,,,3710,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3719,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,3,6,8,1,,,,,,,,,,1,4,1,4,3,3,3,3,1,41,0.880355226
425,3,9,4,3,6,3,4,,,,,,,,,,,,,,200,60,16,2,2,2,,,1,2,2,,1,0,1,0,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,,1,1,5,3,2,2,2,3,2,2,4,4,5,4,4,5,4,4,4,5,5,5,4,4,5,5,5,5,4,4,5,5,5,4,4,4,4,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,5,5,,,120000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40,30,10,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,1,,,,,,,,,,1,4,1,4,3,4,3,4,2,41,0.654072814
426,2,9,3,3,1,5,1,,,,,,,,,,,,,,20,10,0,0,2,1,999,2,,,,,2,0,999,999,2,2,1,3,2,2,3,2,3,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,5,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,3,5,5,3,3,3,3,1,100,0,0,100,0,0,2,,,,1,2,,,2,,1,5,5,,,63000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40,35,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,2,,,,,,,,,,2,,2,,4,3,4,3,1,41,0.687529472
427,1,1,1,3,5,3,4,,,,,,,,,,,,,,110,70,7,8,2,1,1,3,,,,,1,0,1,0,2,2,1,5,2,1,3,1,2,2,3,2,1,1,1,3,3,2,1,3,3,3,1,2,2,2,3,,1,1,5,2,2,3,2,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,2,,,,2,,,,1,3,1,4,4,,,15391,,3822,6013,649,900,336,304,0,0,12024,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,3,8,1,2,,,,,,,,,1,5,1,5,3,3,3,3,1,41,1.274212377
428,2,9,3,3,1,3,1,,,,,,,,,,,,,,9,9,0,0,1,1,1,2,,,,,1,0,1,0,1,2,1,999,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,3,,3,2,4,2,2,2,1,1,1,2,5,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,4,5,5,5,1,100,0,0,100,0,0,2,,,,2,,,,2,,1,5,5,,,27000,,622,112,183,0,0,51,0,0,968,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,4,,,,,,,,,,2,,2,,3,3,4,2,1,41,0.687529472
429,1,9,1,3,2,3,3,,,,,,,,,,,,,,20,5,18,0,2,1,2,2,,,,,1,0,1,0,1,3,,1,2,2,1,2,1,2,2,1,1,1,1,2,3,2,1,1,1,1,1,3,2,2,3,,1,1,4,2,3,3,2,2,1,2,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,4,4,5,5,1,100,0,0,100,0,0,2,,,,2,,,,1,3,1,4,4,,,15000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,14994,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,5,6,,,,,,,,1,5,1,5,4,3,3,3,3,41,1.274212377
430,3,9,5,3,4,3,4,,,,,,,,,,,,,,250,100,50,80,2,1,3,2,,,,,2,1,2,1,1,2,1,20,2,1,2,2,2,3,4,2,1,2,2,3,4,3,1,2,3,1,3,4,4,3,3,,1,1,5,1,2,2,2,1,3,2,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,1,100,0,0,0,100,0,1,1,10,4,1,2,,,1,4,1,5,5,,,210203,,51196,64802,16193,4576,2866,1899,0,1061,142593,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,4,1,10,,,,,,,,,,1,5,1,5,4,4,4,4,3,41,0.571942888
431,3,9,5,3,6,3,8,,,,,,,,,,,,,,180,30,30,15,1,1,2,2,,,,,1,1,1,1,1,1,1,20,1,1,4,4,4,4,5,4,1,4,3,1,2,1,1,1,4,3,1,4,2,1,3,,3,1,5,3,5,3,4,2,1,2,4,4,4,3,3,4,4,4,5,5,5,4,4,5,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,1,100,0,50,50,0,0,1,1,2,4,1,2,,,1,4,1,5,5,,,1175000,,64865,68862,4928,3100,27493,1800,700,0,171748,999,999,999,999,999,999,999,999,2,0,0,0,0,0,1,0,0,0,0,0,2,5,4,2,4,,,,,,,,,1,5,1,5,4,4,4,4,1,41,0.571942888
432,1,9,1,3,5,3,4,5,,,,,,,,,,,,,40,30,10,1,2,1,1,2,,,,,1,1,1,0,2,1,1,2,2,2,3,2,3,3,3,2,1,2,2,3,3,3,1,1,1,1,1,2,2,2,3,,1,1,4,4,5,5,4,3,3,2,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,5,5,1,100,0,0,100,0,0,2,,,,3,,,,1,4,1,5,5,,,7700,,3990,1265,237,373,32,12,0,0,5909,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,3,4,6,8,,,,,,,1,4,1,4,2,,3,3,2,41,1.274212377
433,2,9,2,2,1,4,8,,,,,,,,,,,,,,22,9,0,0,2,1,1,2,,,,,1,0,1,0,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,4,3,,1,1,4,2,2,1,2,2,1,2,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,1,100,0,0,100,0,0,2,,,,1,2,,,1,3,1,5,5,,,35400,,500,10640,7090,700,1700,1060,0,0,21690,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,,,,,,,,,,2,,1,4,3,3,3,3,1,41,0.880355226
